Date,Age,Gender,Height (cm),Weight (kg),Steps_Taken,Calories_Burned,Hours_Slept,Water_Intake (Liters),Active_Minutes,Heart_Rate (bpm),Workout_Type,Stress_Level (1-10),Mood,activity_intensity
2023-01-11,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.2801908285011409,-0.6696680342519966,1.4152419868286716,,1.4462980263364276,-0.1419636248746121,Cardio,0.8678919850232598,Neutral,moderate
2023-01-12,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.004249689830032308,-0.11015551516065457,-1.153335966542719,1.6190755541646698,1.6830947277177655,0.03597230822944839,Unknown,-0.8673785351159307,Happy,high
2023-01-13,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.36494641538225403,0.27114190525714893,-1.3035908523525568,-0.07425759384060658,-1.1584656888582898,-0.6757714241867935,Unknown,0.5208378809954217,Sad,low
2023-01-14,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.9520854582888312,1.0102510354148477,-0.0639583853539858,-1.6661525277414782,-0.013948298848489821,-1.654419056259126,Yoga,0.8678919850232598,Sad,high
2023-01-15,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.5386857590115652,0.5336292598925934,-0.536502786917646,,1.2095013249550894,1.4594597730619323,Cardio,1.562000193078936,Sad,high
2023-01-16,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.6699564279221124,1.312802249442018,0.0056717436014655735,-0.07817182481685582,-0.3691433509204967,0.03597230822944839,Strength,1.562000193078936,Happy,moderate
2023-01-17,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.5717423597905935,-0.40994370440218847,-1.1147257093695142,1.1449445062506487,-1.3163301564458485,-0.853707357290854,Cardio,0.5208378809954217,Happy,moderate
2023-01-18,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.540762017510712,1.6526542980752776,-1.071392363211209,1.6576745372094077,0.22284840253284813,1.726363672718023,Strength,-1.2144326391437688,Happy,high
2023-01-19,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.3474571672956751,1.721729917716184,0.627527398878725,0.6087851255083624,-1.5925929747240761,-1.2985471900510053,Cardio,-1.2144326391437688,Sad,moderate
2023-01-20,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.41515092509492985,-0.31047481211928324,0.7488542679674769,,-1.3557962733427382,-1.565451089707096,Unknown,0.5208378809954217,Stressed,low
2023-01-21,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.5798143204459376,-0.7263100423575399,-1.2631706475465567,,1.288433558748869,1.1035879068538113,Unknown,-0.1732703270602545,Neutral,high
2023-01-22,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.3870103859803482,-0.5342798197558201,0.0866461441376236,0.8855679155259503,1.7620269615115447,-0.7647393907388238,Strength,0.1737837769675836,Happy,high
2023-01-23,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.053599361533267116,-0.8768948931747159,-0.9296845144500038,-1.5907511568377113,-0.17181276643604845,-1.2985471900510053,Yoga,-0.8673785351159307,Sad,low
2023-01-24,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.5773588963594638,-0.20686138265792356,0.5802285568597385,-1.5032006885427467,0.5780434546048551,1.014619940301781,Unknown,1.562000193078936,Happy,high
2023-01-25,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.4100731307099028,-0.3698798450104627,-1.77939500725154,1.4123719919983504,-0.5270078185080553,0.03597230822944839,Yoga,0.8678919850232598,Neutral,high
2023-01-26,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.1139090504745393,-1.6021888994042335,1.4844831495493322,-0.8993136628224401,0.49911122081107573,1.4594597730619323,Unknown,0.5208378809954217,Happy,high
2023-01-27,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.11894380493367178,-0.9376814384587137,1.2946920979973082,0.28070526188496053,-1.0795334550645106,0.12494027478147864,Unknown,-0.5203244310880926,Stressed,low
2023-01-28,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.0616334957542155,0.09707134376206472,0.0056717436014655735,-0.7703894705696144,-0.8427367536831726,0.7477160406456903,Unknown,-0.1732703270602545,Happy,moderate
2023-01-29,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.522541837700877,-0.9155772401736235,-1.6130401362072468,-1.1514011007849072,0.9727046235737516,-0.7647393907388238,Cardio,0.8678919850232598,Stressed,moderate
2023-01-30,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.16353177807747732,-1.3908175033030599,1.6533374285984157,-0.8666786824539536,-0.7243384029925036,-0.853707357290854,Strength,0.5208378809954217,Stressed,low
2023-01-31,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.5320021650580065,-1.5635065524053258,-1.4977772097711233,-1.21055710816253,0.8543062728830826,-1.565451089707096,Strength,0.8678919850232598,Happy,moderate
2023-02-01,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.239874065150315,-0.2096244074435598,1.2581427228330426,-0.7234453649466581,-0.17181276643604845,0.9256519737497507,Yoga,1.562000193078936,Happy,moderate
2023-02-02,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.28061824750586145,0.6925031850666782,0.0056717436014655735,,-0.17181276643604845,-1.2095792234989748,Unknown,1.562000193078936,Neutral,high
2023-02-03,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.6305953987768523,0.10674193051179162,-0.8711625415939686,0.461535370775814,-0.29021111712671743,1.1925558734058415,Strength,-1.5614867431716069,Neutral,low
2023-02-04,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.13147916492140843,0.4686981774301413,-1.7058893553010752,1.2358098406828748,-1.1979318057551795,0.8366840071977205,Yoga,-1.5614867431716069,Stressed,low
2023-02-05,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.425640483402352,-0.9597856367438037,1.013350355996123,-1.4319528556194532,-0.4875417016111657,-1.2095792234989748,Cardio,-1.2144326391437688,Neutral,moderate
2023-02-06,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.6934413781648885,1.3832593814757426,0.7701182483320631,-1.066097743565593,-0.3691433509204967,0.12494027478147864,Cardio,-0.5203244310880926,Stressed,moderate
2023-02-07,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.3611078380854937,1.4882543233299204,-0.4350850835691672,0.1659799353747396,-0.684872286095614,1.3704918065099019,Cardio,-0.8673785351159307,Neutral,low
2023-02-08,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.9724575494666045,0.38442592146823545,-0.44197707155311605,1.2867828931870209,-1.0795334550645106,-1.565451089707096,Yoga,0.8678919850232598,Happy,moderate
2023-02-09,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.3937748462941973,1.130442613590025,-0.11064574580802639,0.9300159273560912,-0.13234664953915878,0.8366840071977205,Unknown,-0.8673785351159307,Sad,high
2023-02-10,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.044609493106752836,-0.2731739775131937,-0.7512812496882018,-1.0489966991901594,1.4462980263364276,0.03597230822944839,Unknown,-1.5614867431716069,Sad,high
2023-02-11,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.01458488503243727,0.3802813842897811,0.23336502881653318,1.7189422005512545,-0.44807558471427605,0.48081214098959957,Yoga,-0.8673785351159307,Sad,moderate
2023-02-12,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.4299495196297274,0.4244897808599612,1.4087498598884753,-1.2294871300646057,0.814840155986193,1.5484277396139625,Strength,1.214946089051098,Neutral,high
2023-02-13,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7170376515867873,0.21311838475878753,-0.9469101762742969,,1.5252302601302068,1.4594597730619323,Cardio,0.1737837769675836,Happy,high
2023-02-14,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.339198230592417,0.4465939791450513,-1.5391394329158494,-1.1151901337139267,0.3412467532235171,0.21390824133350886,Cardio,-0.8673785351159307,Neutral,low
2023-02-15,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.25655151515334745,0.014180600192977011,-1.2037500699133987,1.179618588800019,-1.5136607409302967,-1.4764831231550657,Strength,-0.1732703270602545,Happy,low
2023-02-16,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.18428824833407645,0.29048307875660273,-1.71931516804988,-0.5304767807120505,0.6175095715017447,0.48081214098959957,Cardio,-1.5614867431716069,Neutral,high
2023-02-17,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7675835004523945,-0.31047481211928324,1.7850148636798282,-0.8922492775112129,-1.710991325414745,1.3704918065099019,Cardio,0.5208378809954217,Neutral,moderate
2023-02-18,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.4444750582648216,1.5766711164702805,-1.3517599471102584,1.4437624609060593,0.22284840253284813,0.12494027478147864,Yoga,-0.5203244310880926,Stressed,high
2023-02-19,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.7928033700413862,0.443830954359415,-1.0837339648823832,1.4315319101329151,-0.013948298848489821,-0.49783549108273306,Cardio,-1.5614867431716069,Sad,low
2023-02-20,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.8907769952160985,0.28219400439969394,-0.9985637853550148,,1.3673657925426481,0.03597230822944839,Yoga,-0.1732703270602545,Neutral,high
2023-02-21,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.4720012023267688,-0.4417184894370054,1.6151927369560717,-1.4179265738887905,-0.17181276643604845,0.03597230822944839,Unknown,0.8678919850232598,Sad,low
2023-02-22,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.5191254659173384,0.42034524368150683,-1.79802140997235,,0.8543062728830826,-1.4764831231550657,Strength,-0.8673785351159307,Happy,high
2023-02-23,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.72995739065335,1.7134408433592752,-1.3878924384717946,-0.06911982600992697,1.2095013249550894,0.7477160406456903,Unknown,-0.1732703270602545,Neutral,high
2023-02-24,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.4387902384427233,-1.5510729408699626,0.6339913315901149,1.4477922683877187,-1.2768640395489588,0.03597230822944839,Cardio,1.562000193078936,Stressed,low
2023-02-25,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.3028313677174739,0.8610476969904899,-1.2864485698182595,-1.6086945466521199,-0.9216689874769519,-0.052995658322581844,Strength,-0.8673785351159307,Happy,high
2023-02-26,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.3144057800081457,-0.6503268607525429,-0.603380623483683,,-1.4741946240334072,-1.7433870228111563,Cardio,-1.2144326391437688,Stressed,low
2023-02-27,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.8579125839764833,-1.0730696529548902,-0.6199768823739055,1.4980073017925895,0.49911122081107573,0.03597230822944839,Cardio,1.562000193078936,Sad,high
2023-02-28,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.21623475180252155,1.7148223557520934,1.1596994856293523,0.9401317845387955,-0.013948298848489821,1.5484277396139625,Strength,0.1737837769675836,Neutral,high
2023-03-01,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.6947488785063836,0.6676359619959519,-1.1170654643128266,-1.0500833219011054,1.4462980263364276,-0.853707357290854,Unknown,-1.2144326391437688,Sad,high
2023-03-02,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.648003780503141,-0.12949668866010836,1.579214575554298,-0.30274242994155054,1.5252302601302068,1.726363672718023,Strength,-0.1732703270602545,Stressed,high
2023-03-03,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.526390841980635,-1.381146916553333,0.05410165624695385,0.5590656718756837,-0.13234664953915878,-1.0316432903949144,Cardio,1.562000193078936,Happy,low
2023-03-04,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.1487383970341787,-0.19719079590819666,-1.437289392343794,-0.3542427094593564,-0.2112788833329381,-1.3875151566030355,Yoga,0.8678919850232598,Neutral,low
2023-03-05,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.7135404134429584,-0.49145293557845804,1.2831927428175924,-0.25252552261168165,-0.2112788833329381,0.48081214098959957,Cardio,-0.5203244310880926,Happy,high
2023-03-06,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.417376333207595,0.4880393509295951,0.8840798925533652,0.7026676657919021,-0.013948298848489821,-1.3875151566030355,Unknown,-0.8673785351159307,Stressed,high
2023-03-07,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.28965115585827034,-0.06871014337611071,1.2123347749485178,0.9891408699373091,-1.1979318057551795,-1.7433870228111563,Yoga,1.214946089051098,Sad,low
2023-03-08,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7729648075559572,1.0309737213071197,1.1793196219167386,0.48487317739041025,-1.0400673381676209,-1.1206112569469446,Unknown,-1.5614867431716069,Sad,high
2023-03-09,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.091273724749705,-0.6185520757177259,1.5197380386541364,0.2150905746687944,0.30178063632662744,-1.3875151566030355,Strength,0.5208378809954217,Stressed,low
2023-03-10,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.0924268619861828,0.12746461640406356,-0.4781978612153632,0.9543598399567781,-0.5664739354049451,-1.2095792234989748,Unknown,-0.8673785351159307,Happy,low
2023-03-11,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.2962969233774335,0.39824104539641675,0.6980140684892174,1.2465851499335165,0.8543062728830826,1.2815238399578717,Cardio,1.214946089051098,Happy,high
2023-03-12,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.5878914945927807,0.9688056636303038,-0.9365850065779037,-0.14902379449100187,-0.5664739354049451,1.014619940301781,Cardio,-1.5614867431716069,Stressed,low
2023-03-13,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.6493921472049262,-0.09081434166120077,0.45178265441855037,-1.0590860653453706,-0.2112788833329381,-1.654419056259126,Unknown,-0.5203244310880926,Happy,low
2023-03-14,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.251516760694215,-0.898999091459806,1.5416407357709263,-1.2413452658630124,-0.4875417016111657,0.03597230822944839,Strength,-1.5614867431716069,Stressed,moderate
2023-03-15,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.9373299036799283,0.33469147532678284,0.0056717436014655735,-0.07511328883930891,1.2489674418519792,0.12494027478147864,Unknown,1.562000193078936,Happy,moderate
2023-03-16,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.17444875538962,-0.7345991167144487,1.7620882262871749,1.0983854368261587,-0.13234664953915878,0.5697801075416298,Unknown,1.562000193078936,Neutral,moderate
2023-03-17,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.5302294192773952,1.3473400592624711,-1.1389570237098152,,-0.4875417016111657,0.03597230822944839,Yoga,-0.5203244310880926,Happy,high
2023-03-18,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.16934050418576055,0.03352177369243081,0.0056717436014655735,1.1298695939656842,-1.2373979226520693,1.014619940301781,Strength,-1.5614867431716069,Sad,low
2023-03-19,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.603838012872557,1.4979249100796472,0.5033416645512724,,-0.6454061691987243,-0.6757714241867935,Unknown,-1.5614867431716069,Happy,high
2023-03-20,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.5947672780857522,0.27666795482842144,-0.0649601364759128,-0.9830996468770908,-1.2373979226520693,0.6587480740936601,Unknown,1.214946089051098,Happy,moderate
2023-03-21,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.012513840024789369,-1.114515024739434,-0.6615234336487134,,-0.4086094678173864,-0.4088675245307028,Strength,-0.5203244310880926,Happy,low
2023-03-22,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.12086570032780132,0.42034524368150683,-0.43837123070679423,1.195659788870542,-0.44807558471427605,-1.7433870228111563,Strength,1.562000193078936,Sad,moderate
2023-03-23,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.4985611852001523,-1.6367267092246867,-1.0239368654974141,-1.3576029511340983,-0.3296772340236071,0.48081214098959957,Strength,-0.8673785351159307,Happy,low
2023-03-24,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.8163996434632851,-1.3507536439113341,-1.5112075094320623,1.4426865899015944,1.0911029742644205,0.9256519737497507,Unknown,1.214946089051098,Sad,high
2023-03-25,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.3891675108397852,-1.1974057683085217,-0.13742176313101684,-1.0634769228662344,0.8543062728830826,0.03597230822944839,Cardio,-1.5614867431716069,Sad,low
2023-03-26,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.2638599311425387,-0.3339605227971914,0.9130719316041414,-1.082986874075397,0.06498393494528949,1.3704918065099019,Unknown,-0.5203244310880926,Neutral,low
2023-03-27,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.17160373873282142,0.5612595077489559,0.322068392281202,0.6002970921183902,-0.05341441574537948,-0.4088675245307028,Yoga,-0.8673785351159307,Happy,high
2023-03-28,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.6434720979175202,-0.37955043176018965,-0.8549154237994095,-1.6886367427422737,0.4201789870172964,1.4594597730619323,Unknown,0.1737837769675836,Stressed,low
2023-03-29,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.0877712731143774,-1.1076074627753434,-0.5029560433353382,1.7228488454076756,0.8937723897799723,-0.23093159142664232,Strength,-0.8673785351159307,Sad,high
2023-03-30,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.4016598309016273,-1.4626561477296025,-0.5768390750070759,-0.6185721635846733,-1.0400673381676209,-0.4088675245307028,Cardio,0.1737837769675836,Happy,low
2023-03-31,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7789226832777588,-1.0551099918482545,0.19958004725326087,-1.7044154905257893,1.288433558748869,-0.6757714241867935,Strength,1.562000193078936,Sad,high
2023-04-01,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.24736945718742023,-0.6047369517895446,-0.6036006487504192,-1.4287649628213253,-1.0400673381676209,-0.5868034576347633,Yoga,0.5208378809954217,Happy,low
2023-04-02,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.08146684474814557,0.49770993767932203,0.0056717436014655735,0.30023338079826273,-1.5136607409302967,-0.49783549108273306,Yoga,-0.8673785351159307,Sad,low
2023-04-03,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.9221469300663049,1.2022812580165676,1.6977321040565707,-0.4018539128386386,0.49911122081107573,-1.565451089707096,Cardio,0.5208378809954217,Neutral,high
2023-04-04,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.774117944792435,-1.0316242811703464,1.639611873570968,1.457356897236947,1.3278996756457586,-1.2985471900510053,Yoga,-1.5614867431716069,Happy,high
2023-04-05,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.3631788830931417,-1.403251114838423,1.6984026715051344,-0.5032393985160445,-1.2768640395489588,0.3028762078855391,Unknown,0.5208378809954217,Neutral,low
2023-04-06,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.4641214312108377,0.6220460530329536,-0.8627372574136539,-0.31050438965326627,0.6569756883986343,-1.2985471900510053,Yoga,1.562000193078936,Stressed,high
2023-04-07,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.2886523817268098,-0.42375882833036976,1.7560524640487438,-0.9152423899165376,1.6830947277177655,-1.654419056259126,Unknown,-0.5203244310880926,Stressed,moderate
2023-04-08,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.515200808768789,0.9674241512374857,1.0227008941564841,-1.6718437544447224,-0.4875417016111657,0.03597230822944839,Yoga,1.214946089051098,Stressed,high
2023-04-09,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.0968472213926808,0.14680578990351736,0.6417839670145417,0.15391241278604612,0.025517818048399834,-1.1206112569469446,Unknown,-0.5203244310880926,Stressed,low
2023-04-10,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-1.6822565584445415,-1.361805743053879,0.676724526312573,0.0458493857242262,0.45964510391418606,1.014619940301781,Strength,0.1737837769675836,Stressed,low
2023-04-11,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.6782584045512651,-1.2816780242704275,0.9738293890685681,1.0072786954106394,1.485764143233317,0.39184417443756936,Unknown,-0.8673785351159307,Neutral,low
2023-04-12,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.0195818130571741,1.3943114806182875,0.8216536427229977,-0.8534393721322523,1.722560844614655,-1.1206112569469446,Strength,-1.2144326391437688,Happy,high
2023-04-13,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.210084686541307,1.7286374796802746,-1.722338148938916,-0.5644079100783415,0.22284840253284813,0.03597230822944839,Cardio,0.8678919850232598,Sad,high
2023-04-14,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.7189217205465213,-1.381146916553333,1.6155416582930016,,0.696441805295524,-0.9426753238428842,Unknown,-1.5614867431716069,Happy,high
2023-04-15,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7729648075559572,-1.111751999953798,-0.0632572577381361,-1.2922563241178853,1.6436286108208757,-1.0316432903949144,Yoga,1.214946089051098,Neutral,high
2023-04-16,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.3431911709941944,-0.6434192987884522,0.742962600116225,1.7362904476809353,-1.0006012212707311,1.1035879068538113,Unknown,0.5208378809954217,Sad,low
2023-04-17,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.2556336073821773,0.8776258457043074,-0.9032808467784637,0.9990588275143566,0.8937723897799723,1.014619940301781,Yoga,-0.5203244310880926,Sad,high
2023-04-18,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.0568287572688917,0.5184326235715939,-0.27107422159967354,1.0094410796008266,1.2095013249550894,-0.6757714241867935,Unknown,-1.2144326391437688,Neutral,high
2023-04-19,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.192979817533554,0.6579653752462249,-0.13242852222146306,,-1.3163301564458485,0.5697801075416298,Yoga,-1.2144326391437688,Sad,moderate
2023-04-20,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.07612857757047743,-0.4306663902944604,-0.86136335852675,-0.8498684862163226,-0.013948298848489821,0.39184417443756936,Cardio,-1.2144326391437688,Neutral,moderate
2023-04-21,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.8865918652749082,1.6402206865399145,1.5918119750399182,-0.7610562964641143,1.4462980263364276,1.1925558734058415,Yoga,-1.2144326391437688,Stressed,high
2023-04-22,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7253018017815445,-1.4101586768025136,0.0056717436014655735,,-0.4875417016111657,0.6587480740936601,Unknown,-1.2144326391437688,Sad,moderate
2023-04-23,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.7854571276177993,-0.29113363861982944,-1.4750903982670065,-0.47274627986211004,-0.9216689874769519,0.6587480740936601,Yoga,-0.1732703270602545,Sad,moderate
2023-04-24,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.5414194524892412,-0.2289655809430136,0.0056717436014655735,-0.14391477809965228,0.22284840253284813,-1.4764831231550657,Cardio,-1.5614867431716069,Happy,moderate
2023-04-25,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.17871475169110074,-0.7470327282498118,0.7929161085839551,-0.13779636438596002,-1.3952623902396277,0.39184417443756936,Yoga,0.1737837769675836,Sad,low
2023-04-26,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.034342581157576,-0.6558529103238153,-0.498124590755416,1.5397610941715705,-1.5136607409302967,-1.0316432903949144,Strength,-0.8673785351159307,Neutral,low
2023-04-27,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,-0.3017590968412865,-0.3367235475828277,-0.7491641184563516,0.9824771120686687,1.6830947277177655,-1.1206112569469446,Strength,0.8678919850232598,Neutral,high
2023-04-28,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,0.48295079258180834,-0.6213151005033621,-0.9039337637120529,,-0.684872286095614,-1.1206112569469446,Strength,-0.1732703270602545,Neutral,low
2023-04-29,-1.7668751220154169,Female,1.2685522862335097,-0.2703187664594386,1.0266549995810577,1.5946307775769162,0.008005563982473329,-0.9231997184107739,0.26231451942973777,0.8366840071977205,Unknown,-0.5203244310880926,Happy,high
